"DateTime","AM Price"
"2019-07-12 00:00:00",3560
"2019-07-15 00:00:00",3560
"2019-07-16 00:00:00",3560
"2019-07-17 00:00:00",3550
"2019-07-18 00:00:00",3540
"2019-07-19 00:00:00",3530
"2019-07-22 00:00:00",3515
"2019-07-23 00:00:00",3515
"2019-07-24 00:00:00",3515
"2019-07-25 00:00:00",3515
"2019-07-26 00:00:00",3515
"2019-07-29 00:00:00",3540
"2019-07-30 00:00:00",3590
"2019-08-01 00:00:00",3660
"2019-08-02 00:00:00",3660
"2019-08-05 00:00:00",3630
"2019-08-06 00:00:00",3630
"2019-08-07 00:00:00",3660
"2019-08-08 00:00:00",3705
"2019-08-09 00:00:00",3740
"2019-08-12 00:00:00",3760
"2019-08-13 00:00:00",3780
"2019-08-14 00:00:00",3830
"2019-08-15 00:00:00",3850
"2019-08-16 00:00:00",3910
"2019-08-19 00:00:00",3930
"2019-08-20 00:00:00",3955
"2019-08-21 00:00:00",3955
"2019-08-22 00:00:00",3970
"2019-08-23 00:00:00",4100
"2019-08-26 00:00:00",4120
"2019-08-27 00:00:00",4200
"2019-08-28 00:00:00",4500
"2019-08-29 00:00:00",4590
"2019-08-30 00:00:00",5000
"2019-09-02 00:00:00",5050
"2019-09-03 00:00:00",5050
"2019-09-04 00:00:00",4950
"2019-09-05 00:00:00",4800
"2019-09-06 00:00:00",4450
"2019-09-09 00:00:00",4400
"2019-09-10 00:00:00",4400
"2019-09-11 00:00:00",4650
"2019-09-12 00:00:00",4975
"2019-09-13 00:00:00",5000
"2019-09-16 00:00:00",5000
"2019-09-17 00:00:00",4950
"2019-09-18 00:00:00",4900
"2019-09-19 00:00:00",5100
"2019-09-20 00:00:00",5400
"2019-09-23 00:00:00",5400
"2019-09-24 00:00:00",5400
"2019-09-25 00:00:00",5370
"2019-09-26 00:00:00",5350
"2019-09-27 00:00:00",5335
"2019-09-30 00:00:00",5300
"2019-10-01 00:00:00",5250
"2019-10-02 00:00:00",5250
"2019-10-03 00:00:00",5200
"2019-10-04 00:00:00",5200
"2019-10-07 00:00:00",5200
"2019-10-08 00:00:00",5150
"2019-10-09 00:00:00",5150
"2019-10-10 00:00:00",5225
"2019-10-11 00:00:00",5300
"2019-10-14 00:00:00",5325
"2019-10-15 00:00:00",5375
"2019-10-16 00:00:00",5500
"2019-10-17 00:00:00",5550
"2019-10-18 00:00:00",5550
"2019-10-21 00:00:00",5550
"2019-10-22 00:00:00",5550
"2019-10-23 00:00:00",5510
"2019-10-24 00:00:00",5490
"2019-10-25 00:00:00",5450
"2019-10-28 00:00:00",5425
"2019-10-29 00:00:00",5410
"2019-10-30 00:00:00",5390
"2019-10-31 00:00:00",5375
"2019-11-01 00:00:00",5375
"2019-11-04 00:00:00",5375
"2019-11-05 00:00:00",5375
"2019-11-06 00:00:00",5375
"2019-11-07 00:00:00",5450
"2019-11-08 00:00:00",5500
"2019-11-11 00:00:00",5550
"2019-11-12 00:00:00",5550
"2019-11-13 00:00:00",5590
"2019-11-14 00:00:00",5700
"2019-11-15 00:00:00",5935
"2019-11-18 00:00:00",6000
"2019-11-19 00:00:00",6000
"2019-11-20 00:00:00",6000
"2019-11-21 00:00:00",6000
"2019-11-22 00:00:00",6000
"2019-11-25 00:00:00",6000
"2019-11-26 00:00:00",6000
"2019-11-27 00:00:00",5950
"2019-11-28 00:00:00",5925
"2019-11-29 00:00:00",5900
"2019-12-02 00:00:00",5900
"2019-12-03 00:00:00",5900
"2019-12-04 00:00:00",5900
"2019-12-05 00:00:00",5925
"2019-12-06 00:00:00",6000
"2019-12-09 00:00:00",6050
"2019-12-10 00:00:00",6050
"2019-12-11 00:00:00",6050
"2019-12-12 00:00:00",6150
"2019-12-13 00:00:00",6150
"2019-12-16 00:00:00",6150
"2019-12-17 00:00:00",6150
"2019-12-18 00:00:00",6125
"2019-12-19 00:00:00",6100
"2019-12-20 00:00:00",6075
"2019-12-23 00:00:00",6075
"2019-12-24 00:00:00",6075
"2019-12-26 00:00:00",6075
"2019-12-27 00:00:00",6060
"2019-12-30 00:00:00",6050
"2019-12-31 00:00:00",6050
"2020-01-02 00:00:00",6075
"2020-01-03 00:00:00",6250
"2020-01-06 00:00:00",6600
"2020-01-07 00:00:00",7500
"2020-01-08 00:00:00",8200
"2020-01-09 00:00:00",8100
"2020-01-10 00:00:00",7975
"2020-01-13 00:00:00",7925
"2020-01-14 00:00:00",7925
"2020-01-15 00:00:00",7975
"2020-01-16 00:00:00",8450
"2020-01-17 00:00:00",9000
"2020-01-20 00:00:00",9400
"2020-01-21 00:00:00",9850
"2020-01-22 00:00:00",9985
"2020-01-23 00:00:00",9985
"2020-01-24 00:00:00",9985
"2020-01-27 00:00:00",9985
"2020-01-28 00:00:00",9985
